Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TC1,Chrome 139.0.7258.138,,,22-08-2025 12:11:36,22-08-2025 12:12:39,1m - 2.720s,PASSED
,,,,,,,
Start listener action : beforeSuite,Chrome 139.0.7258.138,,,22-08-2025 12:11:36,22-08-2025 12:11:42,5.948s,ERROR
,,,,,,,
Test Cases/SetSuiteFlag,Chrome 139.0.7258.138,,,22-08-2025 12:11:42,22-08-2025 12:11:44,2.156s,PASSED
Start listener action : beforeTestCase,Chrome 139.0.7258.138,,,22-08-2025 12:11:42,22-08-2025 12:11:44,2.113s,ERROR
isSuite = true,Chrome 139.0.7258.138,,,22-08-2025 12:11:44,22-08-2025 12:11:44,0.000s,PASSED
Start listener action : afterTestCase,Chrome 139.0.7258.138,,,22-08-2025 12:11:44,22-08-2025 12:11:44,0.002s,PASSED
,,,,,,,
Test Cases/Prod환경/00.메인홈/01.로그인/01.자동 로그인 확인 - Copy,Chrome 139.0.7258.138,,,22-08-2025 12:11:44,22-08-2025 12:11:48,3.993s,PASSED
Start listener action : beforeTestCase,Chrome 139.0.7258.138,,,22-08-2025 12:11:44,22-08-2025 12:11:44,0.001s,PASSED
"url = ""https://tapas.io/account/signin?from=/""",Chrome 139.0.7258.138,,,22-08-2025 12:11:45,22-08-2025 12:11:45,0.001s,PASSED
"cookieFilePath = ""cookies.save""",Chrome 139.0.7258.138,,,22-08-2025 12:11:45,22-08-2025 12:11:45,0.000s,PASSED
driver = getWebDriver(),Chrome 139.0.7258.138,,,22-08-2025 12:11:45,22-08-2025 12:11:45,0.001s,PASSED
cookieFile = new java.io.File(cookieFilePath),Chrome 139.0.7258.138,,,22-08-2025 12:11:45,22-08-2025 12:11:45,0.001s,PASSED
if (cookieFile.exists()),Chrome 139.0.7258.138,,,22-08-2025 12:11:45,22-08-2025 12:11:46,1.450s,PASSED
delay(2),Chrome 139.0.7258.138,,,22-08-2025 12:11:46,22-08-2025 12:11:48,2.011s,PASSED
maximizeWindow(),Chrome 139.0.7258.138,,,22-08-2025 12:11:48,22-08-2025 12:11:48,0.398s,PASSED
Start listener action : afterTestCase,Chrome 139.0.7258.138,,,22-08-2025 12:11:48,22-08-2025 12:11:48,0.001s,PASSED
,,,,,,,
Test Cases/Prod환경/00.메인홈/02.검색/02.검색 결과 없음 확인 - Copy,Chrome 139.0.7258.138,,,22-08-2025 12:11:48,22-08-2025 12:11:54,5.487s,PASSED
Start listener action : beforeTestCase,Chrome 139.0.7258.138,,,22-08-2025 12:11:48,22-08-2025 12:11:48,0.002s,PASSED
"setText(findTestObject(""Object Repository/Prod환경/Home/02.검색/00.검색란""), ""비비비비비비비비비비"")",Chrome 139.0.7258.138,,,22-08-2025 12:11:48,22-08-2025 12:11:49,0.580s,PASSED
"click(findTestObject(""Object Repository/Prod환경/Home/02.검색/01.검색버튼""))",Chrome 139.0.7258.138,,,22-08-2025 12:11:49,22-08-2025 12:11:49,0.268s,PASSED
"verifyElementPresent(findTestObject(""Prod환경/Home/02.검색/04.검색결과 문구 없음""), 0)",Chrome 139.0.7258.138,,,22-08-2025 12:11:49,22-08-2025 12:11:52,3.019s,PASSED
"nolist = findTestObject(""Prod환경/Home/02.검색/04.검색결과 문구 없음"")",Chrome 139.0.7258.138,,,22-08-2025 12:11:52,22-08-2025 12:11:52,0.002s,PASSED
HighlightElement.run(nolist),Chrome 139.0.7258.138,,,22-08-2025 12:11:52,22-08-2025 12:11:54,1.346s,PASSED
"verifyElementPresent(nolist, 0)",Chrome 139.0.7258.138,,,22-08-2025 12:11:54,22-08-2025 12:11:54,0.230s,PASSED
"comment(""✅ 검색 완료"")",Chrome 139.0.7258.138,,,22-08-2025 12:11:54,22-08-2025 12:11:54,0.002s,PASSED
Start listener action : afterTestCase,Chrome 139.0.7258.138,,,22-08-2025 12:11:54,22-08-2025 12:11:54,0.001s,PASSED
,,,,,,,
Test Cases/Prod환경/00.메인홈/02.검색/03.검색 리스트 확인 - Copy,Chrome 139.0.7258.138,,,22-08-2025 12:11:54,22-08-2025 12:12:02,7.820s,PASSED
Start listener action : beforeTestCase,Chrome 139.0.7258.138,,,22-08-2025 12:11:54,22-08-2025 12:11:54,0.000s,PASSED
if (isSuite),Chrome 139.0.7258.138,,,22-08-2025 12:11:54,22-08-2025 12:11:56,1.815s,PASSED
"setText(findTestObject(""Object Repository/Prod환경/Home/02.검색/00.검색란""), ""Solo leveling"")",Chrome 139.0.7258.138,,,22-08-2025 12:11:56,22-08-2025 12:11:57,1.000s,PASSED
"click(findTestObject(""Object Repository/Prod환경/Home/02.검색/01.검색버튼""))",Chrome 139.0.7258.138,,,22-08-2025 12:11:57,22-08-2025 12:11:57,0.332s,PASSED
"searchlist = findTestObject(""Prod환경/Home/02.검색/03.Solo Leveling 타이틀"")",Chrome 139.0.7258.138,,,22-08-2025 12:11:57,22-08-2025 12:11:57,0.002s,PASSED
HighlightElement.run(searchlist),Chrome 139.0.7258.138,,,22-08-2025 12:11:57,22-08-2025 12:12:00,2.784s,PASSED
