Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TC1,Chrome 139.0.7258.138,,,22-08-2025 11:24:55,22-08-2025 11:25:58,1m - 3.092s,FAILED
,,,,,,,
Start listener action : beforeSuite,Chrome 139.0.7258.138,,,22-08-2025 11:24:55,22-08-2025 11:24:58,2.814s,ERROR
,,,,,,,
Test Cases/SetSuiteFlag,Chrome 139.0.7258.138,,,22-08-2025 11:24:58,22-08-2025 11:25:00,2.173s,PASSED
Start listener action : beforeTestCase,Chrome 139.0.7258.138,,,22-08-2025 11:24:58,22-08-2025 11:25:00,2.129s,ERROR
isSuite = true,Chrome 139.0.7258.138,,,22-08-2025 11:25:00,22-08-2025 11:25:00,0.001s,PASSED
Start listener action : afterTestCase,Chrome 139.0.7258.138,,,22-08-2025 11:25:00,22-08-2025 11:25:00,0.006s,PASSED
,,,,,,,
Test Cases/Prod환경/00.메인홈/01.로그인/01.자동 로그인 확인 - Copy,Chrome 139.0.7258.138,,,22-08-2025 11:25:00,22-08-2025 11:25:04,3.665s,PASSED
Start listener action : beforeTestCase,Chrome 139.0.7258.138,,,22-08-2025 11:25:00,22-08-2025 11:25:00,0.001s,PASSED
"url = ""https://tapas.io/account/signin?from=/""",Chrome 139.0.7258.138,,,22-08-2025 11:25:00,22-08-2025 11:25:00,0.001s,PASSED
"cookieFilePath = ""cookies.save""",Chrome 139.0.7258.138,,,22-08-2025 11:25:00,22-08-2025 11:25:00,0.002s,PASSED
driver = getWebDriver(),Chrome 139.0.7258.138,,,22-08-2025 11:25:00,22-08-2025 11:25:00,0.002s,PASSED
cookieFile = new java.io.File(cookieFilePath),Chrome 139.0.7258.138,,,22-08-2025 11:25:00,22-08-2025 11:25:00,0.003s,PASSED
if (cookieFile.exists()),Chrome 139.0.7258.138,,,22-08-2025 11:25:00,22-08-2025 11:25:01,1.086s,PASSED
delay(2),Chrome 139.0.7258.138,,,22-08-2025 11:25:01,22-08-2025 11:25:03,2.013s,PASSED
maximizeWindow(),Chrome 139.0.7258.138,,,22-08-2025 11:25:03,22-08-2025 11:25:04,0.421s,PASSED
Start listener action : afterTestCase,Chrome 139.0.7258.138,,,22-08-2025 11:25:04,22-08-2025 11:25:04,0.001s,PASSED
,,,,,,,
Test Cases/Prod환경/00.메인홈/02.검색/02.검색 결과 없음 확인 - Copy,Chrome 139.0.7258.138,,,22-08-2025 11:25:04,22-08-2025 11:25:10,6.320s,PASSED
Start listener action : beforeTestCase,Chrome 139.0.7258.138,,,22-08-2025 11:25:04,22-08-2025 11:25:04,0.001s,PASSED
"setText(findTestObject(""Object Repository/Prod환경/Home/02.검색/00.검색란""), ""비비비비비비비비비비"")",Chrome 139.0.7258.138,,,22-08-2025 11:25:04,22-08-2025 11:25:04,0.565s,PASSED
"click(findTestObject(""Object Repository/Prod환경/Home/02.검색/01.검색버튼""))",Chrome 139.0.7258.138,,,22-08-2025 11:25:04,22-08-2025 11:25:05,0.253s,PASSED
"verifyElementPresent(findTestObject(""Prod환경/Home/02.검색/04.검색결과 문구 없음""), 0)",Chrome 139.0.7258.138,,,22-08-2025 11:25:05,22-08-2025 11:25:09,3.987s,PASSED
"nolist = findTestObject(""Prod환경/Home/02.검색/04.검색결과 문구 없음"")",Chrome 139.0.7258.138,,,22-08-2025 11:25:09,22-08-2025 11:25:09,0.004s,PASSED
HighlightElement.run(nolist),Chrome 139.0.7258.138,,,22-08-2025 11:25:09,22-08-2025 11:25:10,1.256s,PASSED
"verifyElementPresent(nolist, 0)",Chrome 139.0.7258.138,,,22-08-2025 11:25:10,22-08-2025 11:25:10,0.222s,PASSED
"comment(""✅ 검색 완료"")",Chrome 139.0.7258.138,,,22-08-2025 11:25:10,22-08-2025 11:25:10,0.001s,PASSED
Start listener action : afterTestCase,Chrome 139.0.7258.138,,,22-08-2025 11:25:10,22-08-2025 11:25:10,0.000s,PASSED
,,,,,,,
Test Cases/Prod환경/00.메인홈/02.검색/03.검색 리스트 확인 - Copy,Chrome 139.0.7258.138,,,22-08-2025 11:25:10,22-08-2025 11:25:18,7.539s,PASSED
