Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TC1,Chrome 139.0.7258.138,,,22-08-2025 11:49:30,22-08-2025 11:50:30,1m - 0.257s,PASSED
,,,,,,,
Start listener action : beforeSuite,Chrome 139.0.7258.138,,,22-08-2025 11:49:30,22-08-2025 11:49:32,2.832s,ERROR
,,,,,,,
Test Cases/SetSuiteFlag,Chrome 139.0.7258.138,,,22-08-2025 11:49:33,22-08-2025 11:49:35,2.288s,PASSED
Start listener action : beforeTestCase,Chrome 139.0.7258.138,,,22-08-2025 11:49:33,22-08-2025 11:49:35,2.242s,ERROR
isSuite = true,Chrome 139.0.7258.138,,,22-08-2025 11:49:35,22-08-2025 11:49:35,0.001s,PASSED
Start listener action : afterTestCase,Chrome 139.0.7258.138,,,22-08-2025 11:49:35,22-08-2025 11:49:35,0.005s,PASSED
,,,,,,,
Test Cases/Prod환경/00.메인홈/01.로그인/01.자동 로그인 확인 - Copy,Chrome 139.0.7258.138,,,22-08-2025 11:49:35,22-08-2025 11:49:39,3.859s,PASSED
Start listener action : beforeTestCase,Chrome 139.0.7258.138,,,22-08-2025 11:49:35,22-08-2025 11:49:35,0.001s,PASSED
"url = ""https://tapas.io/account/signin?from=/""",Chrome 139.0.7258.138,,,22-08-2025 11:49:35,22-08-2025 11:49:35,0.000s,PASSED
"cookieFilePath = ""cookies.save""",Chrome 139.0.7258.138,,,22-08-2025 11:49:35,22-08-2025 11:49:35,0.001s,PASSED
driver = getWebDriver(),Chrome 139.0.7258.138,,,22-08-2025 11:49:35,22-08-2025 11:49:35,0.001s,PASSED
cookieFile = new java.io.File(cookieFilePath),Chrome 139.0.7258.138,,,22-08-2025 11:49:35,22-08-2025 11:49:35,0.002s,PASSED
if (cookieFile.exists()),Chrome 139.0.7258.138,,,22-08-2025 11:49:35,22-08-2025 11:49:36,1.283s,PASSED
delay(2),Chrome 139.0.7258.138,,,22-08-2025 11:49:36,22-08-2025 11:49:38,2.013s,PASSED
maximizeWindow(),Chrome 139.0.7258.138,,,22-08-2025 11:49:38,22-08-2025 11:49:39,0.412s,PASSED
Start listener action : afterTestCase,Chrome 139.0.7258.138,,,22-08-2025 11:49:39,22-08-2025 11:49:39,0.001s,PASSED
,,,,,,,
Test Cases/Prod환경/00.메인홈/02.검색/02.검색 결과 없음 확인 - Copy,Chrome 139.0.7258.138,,,22-08-2025 11:49:39,22-08-2025 11:49:45,6.182s,PASSED
Start listener action : beforeTestCase,Chrome 139.0.7258.138,,,22-08-2025 11:49:39,22-08-2025 11:49:39,0.000s,PASSED
"setText(findTestObject(""Object Repository/Prod환경/Home/02.검색/00.검색란""), ""비비비비비비비비비비"")",Chrome 139.0.7258.138,,,22-08-2025 11:49:39,22-08-2025 11:49:39,0.547s,PASSED
"click(findTestObject(""Object Repository/Prod환경/Home/02.검색/01.검색버튼""))",Chrome 139.0.7258.138,,,22-08-2025 11:49:39,22-08-2025 11:49:43,3.270s,PASSED
"verifyElementPresent(findTestObject(""Prod환경/Home/02.검색/04.검색결과 문구 없음""), 0)",Chrome 139.0.7258.138,,,22-08-2025 11:49:43,22-08-2025 11:49:43,0.422s,PASSED
