Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TC1,Chrome 139.0.7258.138,,,22-08-2025 15:50:32,22-08-2025 15:51:57,1m - 24.698s,FAILED
,,,,,,,
Start listener action : beforeSuite,Chrome 139.0.7258.138,,,22-08-2025 15:50:32,22-08-2025 15:50:35,2.598s,ERROR
,,,,,,,
Test Cases/Prod환경/00.메인홈/01.로그인/01.자동 로그인 확인 - Copy,Chrome 139.0.7258.138,,,22-08-2025 15:50:35,22-08-2025 15:50:39,3.656s,PASSED
Start listener action : beforeTestCase,Chrome 139.0.7258.138,,,22-08-2025 15:50:35,22-08-2025 15:50:35,0.008s,PASSED
"url = ""https://tapas.io/account/signin?from=/""",Chrome 139.0.7258.138,,,22-08-2025 15:50:35,22-08-2025 15:50:35,0.001s,PASSED
"cookieFilePath = ""cookies.save""",Chrome 139.0.7258.138,,,22-08-2025 15:50:35,22-08-2025 15:50:35,0.001s,PASSED
driver = getWebDriver(),Chrome 139.0.7258.138,,,22-08-2025 15:50:35,22-08-2025 15:50:35,0.001s,PASSED
cookieFile = new java.io.File(cookieFilePath),Chrome 139.0.7258.138,,,22-08-2025 15:50:35,22-08-2025 15:50:35,0.002s,PASSED
if (cookieFile.exists()),Chrome 139.0.7258.138,,,22-08-2025 15:50:35,22-08-2025 15:50:36,1.090s,PASSED
delay(2),Chrome 139.0.7258.138,,,22-08-2025 15:50:36,22-08-2025 15:50:38,2.012s,PASSED
maximizeWindow(),Chrome 139.0.7258.138,,,22-08-2025 15:50:38,22-08-2025 15:50:39,0.415s,PASSED
Start listener action : afterTestCase,Chrome 139.0.7258.138,,,22-08-2025 15:50:39,22-08-2025 15:50:39,0.003s,PASSED
,,,,,,,
Test Cases/Prod환경/00.메인홈/02.검색/02.검색 결과 없음 확인 - Copy,Chrome 139.0.7258.138,,,22-08-2025 15:50:39,22-08-2025 15:50:44,5.317s,PASSED
Start listener action : beforeTestCase,Chrome 139.0.7258.138,,,22-08-2025 15:50:39,22-08-2025 15:50:39,0.001s,PASSED
"setText(findTestObject(""Object Repository/Prod환경/Home/02.검색/00.검색란""), ""비비비비비비비비비비"")",Chrome 139.0.7258.138,,,22-08-2025 15:50:39,22-08-2025 15:50:39,0.544s,PASSED
"click(findTestObject(""Object Repository/Prod환경/Home/02.검색/01.검색버튼""))",Chrome 139.0.7258.138,,,22-08-2025 15:50:39,22-08-2025 15:50:42,2.799s,PASSED
"verifyElementPresent(findTestObject(""Prod환경/Home/02.검색/04.검색결과 문구 없음""), 0)",Chrome 139.0.7258.138,,,22-08-2025 15:50:42,22-08-2025 15:50:42,0.442s,PASSED
"nolist = findTestObject(""Prod환경/Home/02.검색/04.검색결과 문구 없음"")",Chrome 139.0.7258.138,,,22-08-2025 15:50:42,22-08-2025 15:50:42,0.004s,PASSED
HighlightElement.run(nolist),Chrome 139.0.7258.138,,,22-08-2025 15:50:42,22-08-2025 15:50:44,1.254s,PASSED
"verifyElementPresent(nolist, 0)",Chrome 139.0.7258.138,,,22-08-2025 15:50:44,22-08-2025 15:50:44,0.224s,PASSED
"comment(""✅ 검색 완료"")",Chrome 139.0.7258.138,,,22-08-2025 15:50:44,22-08-2025 15:50:44,0.004s,PASSED
Start listener action : afterTestCase,Chrome 139.0.7258.138,,,22-08-2025 15:50:44,22-08-2025 15:50:44,0.001s,PASSED
,,,,,,,
Test Cases/Prod환경/00.메인홈/02.검색/03.검색 리스트 확인 - Copy,Chrome 139.0.7258.138,,,22-08-2025 15:50:44,22-08-2025 15:50:51,7.656s,PASSED
Start listener action : beforeTestCase,Chrome 139.0.7258.138,,,22-08-2025 15:50:44,22-08-2025 15:50:44,0.001s,PASSED
if (isSuite),Chrome 139.0.7258.138,,,22-08-2025 15:50:44,22-08-2025 15:50:46,1.751s,PASSED
"setText(findTestObject(""Object Repository/Prod환경/Home/02.검색/00.검색란""), ""Solo leveling"")",Chrome 139.0.7258.138,,,22-08-2025 15:50:46,22-08-2025 15:50:47,1.013s,PASSED
"click(findTestObject(""Object Repository/Prod환경/Home/02.검색/01.검색버튼""))",Chrome 139.0.7258.138,,,22-08-2025 15:50:47,22-08-2025 15:50:47,0.338s,PASSED
"searchlist = findTestObject(""Prod환경/Home/02.검색/03.Solo Leveling 타이틀"")",Chrome 139.0.7258.138,,,22-08-2025 15:50:47,22-08-2025 15:50:47,0.003s,PASSED
