Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TC1,Chrome 139.0.7258.138,,,22-08-2025 16:31:24,22-08-2025 16:33:42,2m - 17.740s,FAILED
,,,,,,,
Start listener action : beforeSuite,Chrome 139.0.7258.138,,,22-08-2025 16:31:24,22-08-2025 16:31:26,2.449s,ERROR
,,,,,,,
Test Cases/Prod환경/00.메인홈/01.로그인/01.자동 로그인 확인 - Copy,Chrome 139.0.7258.138,,,22-08-2025 16:31:26,22-08-2025 16:31:30,3.920s,PASSED
Start listener action : beforeTestCase,Chrome 139.0.7258.138,,,22-08-2025 16:31:26,22-08-2025 16:31:26,0.009s,PASSED
"url = ""https://tapas.io/account/signin?from=/""",Chrome 139.0.7258.138,,,22-08-2025 16:31:26,22-08-2025 16:31:26,0.001s,PASSED
"cookieFilePath = ""cookies.save""",Chrome 139.0.7258.138,,,22-08-2025 16:31:26,22-08-2025 16:31:26,0.001s,PASSED
driver = getWebDriver(),Chrome 139.0.7258.138,,,22-08-2025 16:31:26,22-08-2025 16:31:26,0.001s,PASSED
cookieFile = new java.io.File(cookieFilePath),Chrome 139.0.7258.138,,,22-08-2025 16:31:26,22-08-2025 16:31:26,0.001s,PASSED
if (cookieFile.exists()),Chrome 139.0.7258.138,,,22-08-2025 16:31:26,22-08-2025 16:31:28,1.330s,PASSED
delay(2),Chrome 139.0.7258.138,,,22-08-2025 16:31:28,22-08-2025 16:31:30,2.014s,PASSED
maximizeWindow(),Chrome 139.0.7258.138,,,22-08-2025 16:31:30,22-08-2025 16:31:30,0.418s,PASSED
Start listener action : afterTestCase,Chrome 139.0.7258.138,,,22-08-2025 16:31:30,22-08-2025 16:31:30,0.003s,PASSED
,,,,,,,
Test Cases/Prod환경/00.메인홈/02.검색/02.검색 결과 없음 확인 - Copy,Chrome 139.0.7258.138,,,22-08-2025 16:31:30,22-08-2025 16:31:36,5.840s,PASSED
Start listener action : beforeTestCase,Chrome 139.0.7258.138,,,22-08-2025 16:31:30,22-08-2025 16:31:30,0.001s,PASSED
"setText(findTestObject(""Object Repository/Prod환경/Home/02.검색/00.검색란""), ""비비비비비비비비비비"")",Chrome 139.0.7258.138,,,22-08-2025 16:31:30,22-08-2025 16:31:31,0.596s,PASSED
"click(findTestObject(""Object Repository/Prod환경/Home/02.검색/01.검색버튼""))",Chrome 139.0.7258.138,,,22-08-2025 16:31:31,22-08-2025 16:31:34,2.840s,PASSED
"verifyElementPresent(findTestObject(""Prod환경/Home/02.검색/04.검색결과 문구 없음""), 0)",Chrome 139.0.7258.138,,,22-08-2025 16:31:34,22-08-2025 16:31:34,0.442s,PASSED
"nolist = findTestObject(""Prod환경/Home/02.검색/04.검색결과 문구 없음"")",Chrome 139.0.7258.138,,,22-08-2025 16:31:34,22-08-2025 16:31:34,0.003s,PASSED
HighlightElement.run(nolist),Chrome 139.0.7258.138,,,22-08-2025 16:31:34,22-08-2025 16:31:36,1.664s,PASSED
"verifyElementPresent(nolist, 0)",Chrome 139.0.7258.138,,,22-08-2025 16:31:36,22-08-2025 16:31:36,0.233s,PASSED
"comment(""✅ 검색 완료"")",Chrome 139.0.7258.138,,,22-08-2025 16:31:36,22-08-2025 16:31:36,0.003s,PASSED
Start listener action : afterTestCase,Chrome 139.0.7258.138,,,22-08-2025 16:31:36,22-08-2025 16:31:36,0.002s,PASSED
,,,,,,,
Test Cases/Prod환경/00.메인홈/02.검색/03.검색 리스트 확인 - Copy,Chrome 139.0.7258.138,,,22-08-2025 16:31:36,22-08-2025 16:31:44,7.633s,PASSED
Start listener action : beforeTestCase,Chrome 139.0.7258.138,,,22-08-2025 16:31:36,22-08-2025 16:31:36,0.001s,PASSED
if (isSuite),Chrome 139.0.7258.138,,,22-08-2025 16:31:36,22-08-2025 16:31:38,1.803s,PASSED
"setText(findTestObject(""Object Repository/Prod환경/Home/02.검색/00.검색란""), ""Solo leveling"")",Chrome 139.0.7258.138,,,22-08-2025 16:31:38,22-08-2025 16:31:39,1.134s,PASSED
"click(findTestObject(""Object Repository/Prod환경/Home/02.검색/01.검색버튼""))",Chrome 139.0.7258.138,,,22-08-2025 16:31:39,22-08-2025 16:31:41,1.583s,PASSED
"searchlist = findTestObject(""Prod환경/Home/02.검색/03.Solo Leveling 타이틀"")",Chrome 139.0.7258.138,,,22-08-2025 16:31:41,22-08-2025 16:31:41,0.002s,PASSED
HighlightElement.run(searchlist),Chrome 139.0.7258.138,,,22-08-2025 16:31:41,22-08-2025 16:31:42,1.447s,PASSED
"verifyElementPresent(searchlist, 0)",Chrome 139.0.7258.138,,,22-08-2025 16:31:42,22-08-2025 16:31:43,0.638s,PASSED
back(),Chrome 139.0.7258.138,,,22-08-2025 16:31:43,22-08-2025 16:31:44,0.980s,PASSED
"comment(""✅ 완료"")",Chrome 139.0.7258.138,,,22-08-2025 16:31:44,22-08-2025 16:31:44,0.004s,PASSED
Start listener action : afterTestCase,Chrome 139.0.7258.138,,,22-08-2025 16:31:44,22-08-2025 16:31:44,0.001s,PASSED
,,,,,,,
Test Cases/Prod환경/00.메인홈/03.배너확인/04.라인배너 확인,Chrome 139.0.7258.138,,,22-08-2025 16:31:44,22-08-2025 16:31:55,11.383s,PASSED
Start listener action : beforeTestCase,Chrome 139.0.7258.138,,,22-08-2025 16:31:44,22-08-2025 16:31:44,0.004s,PASSED
"comment(""✅ 라인배너 실행"")",Chrome 139.0.7258.138,,,22-08-2025 16:31:44,22-08-2025 16:31:44,0.003s,PASSED
delay(2),Chrome 139.0.7258.138,,,22-08-2025 16:31:44,22-08-2025 16:31:46,2.009s,PASSED
"click(findTestObject(""Object Repository/Prod환경/Home/04.배너/라인배너/00. Free 서브탭""))",Chrome 139.0.7258.138,,,22-08-2025 16:31:46,22-08-2025 16:31:46,0.268s,PASSED
"linebanner = findTestObject(""Prod환경/Home/04.배너/라인배너/01.라인배너"")",Chrome 139.0.7258.138,,,22-08-2025 16:31:46,22-08-2025 16:31:46,0.005s,PASSED
HighlightElement.run(linebanner),Chrome 139.0.7258.138,,,22-08-2025 16:31:46,22-08-2025 16:31:48,1.957s,PASSED
"verifyElementPresent(linebanner, 0)",Chrome 139.0.7258.138,,,22-08-2025 16:31:48,22-08-2025 16:31:48,0.230s,PASSED
"click(findTestObject(""Object Repository/Prod환경/Home/04.배너/라인배너/01.라인배너""))",Chrome 139.0.7258.138,,,22-08-2025 16:31:48,22-08-2025 16:31:50,1.591s,PASSED
delay(2),Chrome 139.0.7258.138,,,22-08-2025 16:31:50,22-08-2025 16:31:52,2.009s,PASSED
back(),Chrome 139.0.7258.138,,,22-08-2025 16:31:52,22-08-2025 16:31:53,0.953s,PASSED
delay(2),Chrome 139.0.7258.138,,,22-08-2025 16:31:53,22-08-2025 16:31:55,2.013s,PASSED
"click(findTestObject(""Object Repository/Prod환경/Home/01.메인홈/숏컷/Tapas 버튼""))",Chrome 139.0.7258.138,,,22-08-2025 16:31:55,22-08-2025 16:31:55,0.279s,PASSED
"comment(""✅ 라인배너 완"")",Chrome 139.0.7258.138,,,22-08-2025 16:31:55,22-08-2025 16:31:55,0.003s,PASSED
Start listener action : afterTestCase,Chrome 139.0.7258.138,,,22-08-2025 16:31:55,22-08-2025 16:31:55,0.001s,PASSED
,,,,,,,
Test Cases/Prod환경/00.메인홈/03.배너확인/05.빅배너 확인_랜딩 후 복귀,Chrome 139.0.7258.138,,,22-08-2025 16:31:55,22-08-2025 16:32:17,22.166s,PASSED
Start listener action : beforeTestCase,Chrome 139.0.7258.138,,,22-08-2025 16:31:55,22-08-2025 16:31:55,0.001s,PASSED
"next = findTestObject(""Prod환경/Home/04.배너/빅배너/01.빅배너 다음 버튼"")",Chrome 139.0.7258.138,,,22-08-2025 16:31:55,22-08-2025 16:31:55,0.002s,PASSED
HighlightElement.run(next),Chrome 139.0.7258.138,,,22-08-2025 16:31:55,22-08-2025 16:31:57,1.854s,PASSED
"verifyElementPresent(next, 0)",Chrome 139.0.7258.138,,,22-08-2025 16:31:57,22-08-2025 16:31:57,0.235s,PASSED
"click(findTestObject(""Object Repository/Prod환경/Home/04.배너/빅배너/01.빅배너 다음 버튼""))",Chrome 139.0.7258.138,,,22-08-2025 16:31:57,22-08-2025 16:31:57,0.246s,PASSED
"prev = findTestObject(""Prod환경/Home/04.배너/빅배너/02.빅배너 이전 버튼"")",Chrome 139.0.7258.138,,,22-08-2025 16:31:57,22-08-2025 16:31:58,0.002s,PASSED
HighlightElement.run(prev),Chrome 139.0.7258.138,,,22-08-2025 16:31:58,22-08-2025 16:31:59,1.436s,PASSED
"verifyElementPresent(prev, 0)",Chrome 139.0.7258.138,,,22-08-2025 16:31:59,22-08-2025 16:31:59,0.230s,PASSED
"click(findTestObject(""Prod환경/Home/04.배너/빅배너/02.빅배너 이전 버튼""))",Chrome 139.0.7258.138,,,22-08-2025 16:31:59,22-08-2025 16:31:59,0.260s,PASSED
delay(10),Chrome 139.0.7258.138,,,22-08-2025 16:31:59,22-08-2025 16:32:09,10.010s,PASSED
"page2 = findTestObject(""Prod환경/Home/04.배너/빅배너/03.2페이지"")",Chrome 139.0.7258.138,,,22-08-2025 16:32:09,22-08-2025 16:32:09,0.007s,PASSED
HighlightElement.run(page2),Chrome 139.0.7258.138,,,22-08-2025 16:32:09,22-08-2025 16:32:11,1.244s,PASSED
"verifyElementPresent(page2, 0)",Chrome 139.0.7258.138,,,22-08-2025 16:32:11,22-08-2025 16:32:11,0.233s,PASSED
"prev1 = findTestObject(""Prod환경/Home/04.배너/빅배너/02.빅배너 이전 버튼"")",Chrome 139.0.7258.138,,,22-08-2025 16:32:11,22-08-2025 16:32:11,0.005s,PASSED
