Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TC1,Chrome 139.0.7258.138,,,22-08-2025 11:20:14,22-08-2025 11:22:02,1m - 48.444s,FAILED
,,,,,,,
Start listener action : beforeSuite,Chrome 139.0.7258.138,,,22-08-2025 11:20:14,22-08-2025 11:20:16,2.709s,ERROR
,,,,,,,
Test Cases/SetSuiteFlag,Chrome 139.0.7258.138,,,22-08-2025 11:20:17,22-08-2025 11:20:19,2.397s,PASSED
Start listener action : beforeTestCase,Chrome 139.0.7258.138,,,22-08-2025 11:20:17,22-08-2025 11:20:19,2.357s,ERROR
isSuite = true,Chrome 139.0.7258.138,,,22-08-2025 11:20:19,22-08-2025 11:20:19,0.000s,PASSED
Start listener action : afterTestCase,Chrome 139.0.7258.138,,,22-08-2025 11:20:19,22-08-2025 11:20:19,0.001s,PASSED
,,,,,,,
Test Cases/Prod환경/00.메인홈/01.로그인/01.자동 로그인 확인 - Copy,Chrome 139.0.7258.138,,,22-08-2025 11:20:19,22-08-2025 11:20:23,4.297s,PASSED
Start listener action : beforeTestCase,Chrome 139.0.7258.138,,,22-08-2025 11:20:19,22-08-2025 11:20:19,0.003s,PASSED
"url = ""https://tapas.io/account/signin?from=/""",Chrome 139.0.7258.138,,,22-08-2025 11:20:19,22-08-2025 11:20:19,0.000s,PASSED
"cookieFilePath = ""cookies.save""",Chrome 139.0.7258.138,,,22-08-2025 11:20:19,22-08-2025 11:20:19,0.001s,PASSED
driver = getWebDriver(),Chrome 139.0.7258.138,,,22-08-2025 11:20:19,22-08-2025 11:20:19,0.000s,PASSED
cookieFile = new java.io.File(cookieFilePath),Chrome 139.0.7258.138,,,22-08-2025 11:20:19,22-08-2025 11:20:19,0.001s,PASSED
if (cookieFile.exists()),Chrome 139.0.7258.138,,,22-08-2025 11:20:19,22-08-2025 11:20:21,1.770s,PASSED
delay(2),Chrome 139.0.7258.138,,,22-08-2025 11:20:21,22-08-2025 11:20:23,2.013s,PASSED
maximizeWindow(),Chrome 139.0.7258.138,,,22-08-2025 11:20:23,22-08-2025 11:20:23,0.411s,PASSED
Start listener action : afterTestCase,Chrome 139.0.7258.138,,,22-08-2025 11:20:23,22-08-2025 11:20:23,0.001s,PASSED
,,,,,,,
Test Cases/Prod환경/00.메인홈/02.검색/02.검색 결과 없음 확인 - Copy,Chrome 139.0.7258.138,,,22-08-2025 11:20:23,22-08-2025 11:22:00,1m - 36.700s,FAILED
Start listener action : beforeTestCase,Chrome 139.0.7258.138,,,22-08-2025 11:20:23,22-08-2025 11:20:23,0.001s,PASSED
"setText(findTestObject(""Object Repository/Prod환경/Home/02.검색/00.검색란""), ""비비비비비비비비비비"")",Chrome 139.0.7258.138,,,22-08-2025 11:20:23,22-08-2025 11:20:24,0.537s,PASSED
"click(findTestObject(""Object Repository/Prod환경/Home/02.검색/01.검색버튼""))",Chrome 139.0.7258.138,,,22-08-2025 11:20:24,22-08-2025 11:21:53,1m - 29.283s,PASSED
"verifyElementPresent(findTestObject(""Prod환경/Home/02.검색/04.검색결과 문구 없음""), 0)",Chrome 139.0.7258.138,,,22-08-2025 11:21:53,22-08-2025 11:22:00,6.834s,FAILED
Start listener action : afterTestCase,Chrome 139.0.7258.138,,,22-08-2025 11:22:00,22-08-2025 11:22:00,0.001s,PASSED
,,,,,,,
Test Cases/Prod환경/00.메인홈/02.검색/03.검색 리스트 확인 - Copy,Chrome 139.0.7258.138,,,22-08-2025 11:22:00,22-08-2025 11:22:00,0.052s,FAILED
Start listener action : beforeTestCase,Chrome 139.0.7258.138,,,22-08-2025 11:22:00,22-08-2025 11:22:00,0.001s,PASSED
if (isSuite),Chrome 139.0.7258.138,,,22-08-2025 11:22:00,22-08-2025 11:22:00,0.019s,FAILED
Start listener action : afterTestCase,Chrome 139.0.7258.138,,,22-08-2025 11:22:00,22-08-2025 11:22:00,0.001s,PASSED
,,,,,,,
Test Cases/Prod환경/00.메인홈/03.배너확인/04.라인배너 확인,Chrome 139.0.7258.138,,,22-08-2025 11:22:00,22-08-2025 11:22:02,2.053s,FAILED
Start listener action : beforeTestCase,Chrome 139.0.7258.138,,,22-08-2025 11:22:00,22-08-2025 11:22:00,0.001s,PASSED
"comment(""✅ 라인배너 실행"")",Chrome 139.0.7258.138,,,22-08-2025 11:22:00,22-08-2025 11:22:00,0.001s,PASSED
delay(2),Chrome 139.0.7258.138,,,22-08-2025 11:22:00,22-08-2025 11:22:02,2.010s,PASSED
